"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 24 04:20:23 UTC 2023","Sun Sep 24 04:21:30 UTC 2023","67702","","Settings: [FNN-680] Deactivate profile","","Settings: [FNN-680] Deactivate profile","should deactivate profile","should deactivate profile",""
"passed","Sun Sep 24 04:41:25 UTC 2023","Sun Sep 24 04:41:30 UTC 2023","4879","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add certificate without achieved annual","should add certificate without achieved annual",""
"passed","Sun Sep 24 04:08:04 UTC 2023","Sun Sep 24 04:08:41 UTC 2023","36899","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month without required fields","should upgrade account to Standard 1 month without required fields",""
"passed","Sun Sep 24 04:34:52 UTC 2023","Sun Sep 24 04:35:19 UTC 2023","27834","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without role","should invite manually to the organization without role",""
"passed","Sun Sep 24 04:36:36 UTC 2023","Sun Sep 24 04:37:09 UTC 2023","33429","","[FNN-717] Edit email settings","","[FNN-717] Edit email settings","should edit Notification settings and verify that the settings are saved","should edit Notification settings and verify that the settings are saved",""
"failed","Sun Sep 24 04:47:03 UTC 2023","Sun Sep 24 04:50:29 UTC 2023","205838","","CR: [FNN-746] My Dashboard Funtionality","","CR: [FNN-746] My Dashboard Funtionality","should verify that the counter on My Dashboard is working properly","should verify that the counter on My Dashboard is working properly",""
"passed","Sun Sep 24 04:40:17 UTC 2023","Sun Sep 24 04:40:23 UTC 2023","5407","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 without phone","should pass step 2 without phone",""
"passed","Sun Sep 24 04:37:13 UTC 2023","Sun Sep 24 04:37:26 UTC 2023","13160","","[FNN-667] Send contact","","[FNN-667] Send contact","should forward the contact request","should forward the contact request",""
"passed","Sun Sep 24 04:39:11 UTC 2023","Sun Sep 24 04:39:21 UTC 2023","10259","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add experience without company","should add experience without company",""
"passed","Sun Sep 24 04:07:36 UTC 2023","Sun Sep 24 04:07:40 UTC 2023","3842","","Login: [FNN-574] Log in from the footer Negative","","Login: [FNN-574] Log in from the footer Negative","should log in with invalid credentials","should log in with invalid credentials",""
"passed","Sun Sep 24 04:06:33 UTC 2023","Sun Sep 24 04:07:03 UTC 2023","30331","","Login: [FNN-647] Log in from the header Positive","","Login: [FNN-647] Log in from the header Positive","should log in with valid credentials","should log in with valid credentials",""
"passed","Sun Sep 24 04:35:34 UTC 2023","Sun Sep 24 04:37:13 UTC 2023","98781","","[FNN-667] Send contact","","[FNN-667] Send contact","should send a contact","should send a contact",""
"failed","Sun Sep 24 04:41:38 UTC 2023","Sun Sep 24 04:42:07 UTC 2023","29041","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 without comments","should pass step 3 without comments",""
"passed","Sun Sep 24 04:22:44 UTC 2023","Sun Sep 24 04:22:50 UTC 2023","5525","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email with wrong email format","should invite manually via email with wrong email format",""
"passed","Sun Sep 24 04:39:44 UTC 2023","Sun Sep 24 04:40:32 UTC 2023","47927","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without acount data","should post project without acount data",""
"passed","Sun Sep 24 04:42:05 UTC 2023","Sun Sep 24 04:42:29 UTC 2023","23736","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Fixed price","should filter projects by Fixed price",""
"passed","Sun Sep 24 04:20:40 UTC 2023","Sun Sep 24 04:21:47 UTC 2023","67242","","Settings: [FNN-808] Cancel downgrade","","Settings: [FNN-808] Cancel downgrade","should cancel downgrade","should cancel downgrade",""
"passed","Sun Sep 24 04:45:55 UTC 2023","Sun Sep 24 04:46:07 UTC 2023","12259","","Create Profile: [FNN-684] Create profile Negative","","Create Profile: [FNN-684] Create profile Negative","should create profile with wrong website","should create profile with wrong website",""
"passed","Sun Sep 24 04:40:11 UTC 2023","Sun Sep 24 04:40:17 UTC 2023","6116","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 without last name","should pass step 2 without last name",""
"passed","Sun Sep 24 04:08:25 UTC 2023","Sun Sep 24 04:08:35 UTC 2023","9853","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without email","should subscribe without email",""
"passed","Sun Sep 24 04:13:35 UTC 2023","Sun Sep 24 04:14:10 UTC 2023","35163","","My Profile: [FNN-699] Request reference Positive","","My Profile: [FNN-699] Request reference Positive","should check the validated reference","should check the validated reference",""
"passed","Sun Sep 24 04:41:05 UTC 2023","Sun Sep 24 04:41:14 UTC 2023","9646","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 without 1 rating","should pass step 3 without 1 rating",""
"passed","Sun Sep 24 04:18:16 UTC 2023","Sun Sep 24 04:19:01 UTC 2023","44073","","Settings: [FNN-673] Confirm email address","","Settings: [FNN-673] Confirm email address","should confirm email address","should confirm email address",""
"passed","Sun Sep 24 04:08:20 UTC 2023","Sun Sep 24 04:08:24 UTC 2023","3953","","Reset password: [FNN-655] Reset password Negative","","Reset password: [FNN-655] Reset password Negative","should reset password with wrong email","should reset password with wrong email",""
"failed","Sun Sep 24 04:43:35 UTC 2023","Sun Sep 24 04:45:16 UTC 2023","101671","","My Projects: [FNN-1093] Pause project","","My Projects: [FNN-1093] Pause project","should check review as freelancer user","should check review as freelancer user",""
