"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 16 06:48:06 UTC 2024","Tue Apr 16 06:48:46 UTC 2024","39961","","[FNN-661] Send interest","","[FNN-661] Send interest","should assign the Freelancer user","should assign the Freelancer user",""
"passed","Tue Apr 16 07:05:03 UTC 2024","Tue Apr 16 07:05:54 UTC 2024","51470","","Post Project: [FNN-650] Post project without account Positive","","Post Project: [FNN-650] Post project without account Positive","should post a project as an unregistered user with valid project data","should post a project as an unregistered user with valid project data",""
"skipped","Tue Apr 16 07:28:56 UTC 2024","Tue Apr 16 07:28:56 UTC 2024","0","","My Transactions: [FNN-708] Hourly project: In advance. Positive","","My Transactions: [FNN-708] Hourly project: In advance. Positive","should pay deposit","should pay deposit",""
"passed","Tue Apr 16 06:59:13 UTC 2024","Tue Apr 16 06:59:23 UTC 2024","10942","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without company name","should subscribe as CR without company name",""
"skipped","Tue Apr 16 07:30:40 UTC 2024","Tue Apr 16 07:30:40 UTC 2024","0","","My Transactions: [FNN-710] Milestones project: In advance. Positive","","My Transactions: [FNN-710] Milestones project: In advance. Positive","should verify that the money paid","should verify that the money paid",""
"passed","Tue Apr 16 07:06:05 UTC 2024","Tue Apr 16 07:07:51 UTC 2024","105388","","My Profile: [FNN-699] Request reference Positive","","My Profile: [FNN-699] Request reference Positive","should add experience and request reference","should add experience and request reference",""
"skipped","Tue Apr 16 07:28:56 UTC 2024","Tue Apr 16 07:28:56 UTC 2024","8","","My Transactions: [FNN-708] Hourly project: In advance. Positive","","My Transactions: [FNN-708] Hourly project: In advance. Positive","should close the period","should close the period",""
"passed","Tue Apr 16 06:13:13 UTC 2024","Tue Apr 16 06:13:43 UTC 2024","29150","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Expired card decline","should upgrade account to Standard 1 month: Expired card decline",""
"skipped","Tue Apr 16 07:30:40 UTC 2024","Tue Apr 16 07:30:40 UTC 2024","0","","My Transactions: [FNN-710] Milestones project: In advance. Positive","","My Transactions: [FNN-710] Milestones project: In advance. Positive","should pay deposit","should pay deposit",""
"passed","Tue Apr 16 07:15:56 UTC 2024","Tue Apr 16 07:16:58 UTC 2024","62593","","My Network: [FNN-664] Invite freelancer","","My Network: [FNN-664] Invite freelancer","should check network as sender user","should check network as sender user",""
"failed","Tue Apr 16 07:06:03 UTC 2024","Tue Apr 16 07:06:29 UTC 2024","26709","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without period from","should add education without period from",""
"passed","Tue Apr 16 06:08:41 UTC 2024","Tue Apr 16 06:10:00 UTC 2024","79619","","Subscribe","","Subscribe","[FNN-2167] 500 € signup bonus","[FNN-2167] 500 € signup bonus",""
"passed","Tue Apr 16 07:08:33 UTC 2024","Tue Apr 16 07:08:53 UTC 2024","19526","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without last name","should post project without last name",""
"passed","Tue Apr 16 06:23:25 UTC 2024","Tue Apr 16 06:23:36 UTC 2024","11301","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Title","should post project without Title",""
"passed","Tue Apr 16 06:13:51 UTC 2024","Tue Apr 16 06:15:46 UTC 2024","115432","","My Profile: [FNN-695] Add portfolio Positive","","My Profile: [FNN-695] Add portfolio Positive","should add portfolio","should add portfolio",""
"passed","Tue Apr 16 06:33:52 UTC 2024","Tue Apr 16 06:35:18 UTC 2024","86190","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Number of responses","should filter projects by Number of responses",""
"passed","Tue Apr 16 06:12:54 UTC 2024","Tue Apr 16 06:13:06 UTC 2024","12301","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without agreeing to the Terms and Conditions","should subscribe without agreeing to the Terms and Conditions",""
"passed","Tue Apr 16 06:15:07 UTC 2024","Tue Apr 16 06:15:15 UTC 2024","7474","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Qualities","should add Qualities",""
"passed","Tue Apr 16 06:35:30 UTC 2024","Tue Apr 16 06:35:37 UTC 2024","7512","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via sms with invalid phone number","should invite manually via sms with invalid phone number",""
"skipped","Tue Apr 16 06:47:09 UTC 2024","Tue Apr 16 06:47:09 UTC 2024","1","","[FNN-667] Send contact","","[FNN-667] Send contact","should forward the contact request","should forward the contact request",""
"passed","Tue Apr 16 07:06:29 UTC 2024","Tue Apr 16 07:06:36 UTC 2024","7392","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 without last name","should pass step 2 without last name",""
"passed","Tue Apr 16 06:09:49 UTC 2024","Tue Apr 16 06:11:10 UTC 2024","81503","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month without required fields","should upgrade account to Standard 1 month without required fields",""
"passed","Tue Apr 16 06:17:27 UTC 2024","Tue Apr 16 06:19:27 UTC 2024","119756","","My Profile: [FNN-669] Edit account details Positive","","My Profile: [FNN-669] Edit account details Positive","should edit cr account details with valid information","should edit cr account details with valid information",""
"passed","Tue Apr 16 07:04:46 UTC 2024","Tue Apr 16 07:04:52 UTC 2024","5743","","My Profile: [FNN-668] Edit account details Negative","","My Profile: [FNN-668] Edit account details Negative","should edit account details with invalid phone number","should edit account details with invalid phone number",""
"passed","Tue Apr 16 06:32:20 UTC 2024","Tue Apr 16 06:32:32 UTC 2024","12235","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Location","should filter projects by Location",""
"passed","Tue Apr 16 06:10:22 UTC 2024","Tue Apr 16 06:10:34 UTC 2024","12031","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without first name","should subscribe without first name",""
"passed","Tue Apr 16 06:24:43 UTC 2024","Tue Apr 16 06:24:59 UTC 2024","16095","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Location","should post project without Location",""
"passed","Tue Apr 16 06:12:16 UTC 2024","Tue Apr 16 06:12:28 UTC 2024","11472","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without repeat password","should subscribe without repeat password",""
"passed","Tue Apr 16 06:10:34 UTC 2024","Tue Apr 16 06:10:46 UTC 2024","12251","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without last name","should subscribe without last name",""
"skipped","Tue Apr 16 07:27:26 UTC 2024","Tue Apr 16 07:27:26 UTC 2024","1","","CR","","CR","[FNN-2401] Accept invitation to organization","[FNN-2401] Accept invitation to organization",""
"passed","Tue Apr 16 07:09:38 UTC 2024","Tue Apr 16 07:10:28 UTC 2024","49421","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","should check My Dashboard and My Transactions page for the signup bonus as the inviter user","should check My Dashboard and My Transactions page for the signup bonus as the inviter user",""
"passed","Tue Apr 16 07:04:37 UTC 2024","Tue Apr 16 07:04:41 UTC 2024","4339","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add experience without data","should add experience without data",""
"passed","Tue Apr 16 06:10:46 UTC 2024","Tue Apr 16 06:10:57 UTC 2024","10955","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without email","should subscribe without email",""
"passed","Tue Apr 16 06:42:49 UTC 2024","Tue Apr 16 06:44:32 UTC 2024","102323","","Create Profile: [FNN-683] Create profile Positive","","Create Profile: [FNN-683] Create profile Positive","should create profile with valid data","should create profile with valid data",""
"passed","Tue Apr 16 06:19:37 UTC 2024","Tue Apr 16 06:21:24 UTC 2024","106977","","My Profile: [FNN-795] Remove portfolio","","My Profile: [FNN-795] Remove portfolio","should remove portfolio","should remove portfolio",""
"skipped","Tue Apr 16 07:30:40 UTC 2024","Tue Apr 16 07:30:40 UTC 2024","2","","My Transactions: [FNN-710] Milestones project: In advance. Positive","","My Transactions: [FNN-710] Milestones project: In advance. Positive","should accept the project","should accept the project",""
"passed","Tue Apr 16 07:07:34 UTC 2024","Tue Apr 16 07:08:12 UTC 2024","37523","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add language without reading level","should add language without reading level",""
"passed","Tue Apr 16 06:28:09 UTC 2024","Tue Apr 16 06:28:58 UTC 2024","49610","","Settings: [FNN-675] Change password Negative","","Settings: [FNN-675] Change password Negative","should change password with invalid old password","should change password with invalid old password",""
"passed","Tue Apr 16 06:08:14 UTC 2024","Tue Apr 16 06:08:18 UTC 2024","4539","","Login: [FNN-563] Log in from the header Negative","","Login: [FNN-563] Log in from the header Negative","should log in with wrong email format","should log in with wrong email format",""
"passed","Tue Apr 16 06:08:08 UTC 2024","Tue Apr 16 06:08:14 UTC 2024","5320","","Login: [FNN-563] Log in from the header Negative","","Login: [FNN-563] Log in from the header Negative","should log in with invalid credentials","should log in with invalid credentials",""
"passed","Tue Apr 16 06:07:53 UTC 2024","Tue Apr 16 06:07:57 UTC 2024","4475","","Login: [FNN-574] Log in from the Login page Negative","","Login: [FNN-574] Log in from the Login page Negative","should log in with wrong email format","should log in with wrong email format",""
"passed","Tue Apr 16 06:07:13 UTC 2024","Tue Apr 16 06:08:18 UTC 2024","65355","","Login: [FNN-648] Log in from the Login page Positive","","Login: [FNN-648] Log in from the Login page Positive","should log in with valid credentials","should log in with valid credentials",""
"passed","Tue Apr 16 07:05:50 UTC 2024","Tue Apr 16 07:05:57 UTC 2024","6102","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without institute","should add education without institute",""
"passed","Tue Apr 16 06:26:32 UTC 2024","Tue Apr 16 06:28:03 UTC 2024","91079","","Settings: [FNN-674] Change password Positive","","Settings: [FNN-674] Change password Positive","should change password with valid credentials","should change password with valid credentials",""
"passed","Tue Apr 16 06:15:00 UTC 2024","Tue Apr 16 06:15:07 UTC 2024","6980","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Motivation","should add Motivation",""
"passed","Tue Apr 16 07:10:58 UTC 2024","Tue Apr 16 07:11:18 UTC 2024","20433","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without password","should post project without password",""
"passed","Tue Apr 16 06:25:50 UTC 2024","Tue Apr 16 06:26:47 UTC 2024","56871","","Settings: [FNN-672] Change email address Negative","","Settings: [FNN-672] Change email address Negative","should change email address without password","should change email address without password",""
"passed","Tue Apr 16 06:11:59 UTC 2024","Tue Apr 16 06:14:31 UTC 2024","152080","","My Profile: [FNN-669] Edit account details Positive","","My Profile: [FNN-669] Edit account details Positive","should edit freelancer account details with valid information","should edit freelancer account details with valid information",""
"passed","Tue Apr 16 06:15:51 UTC 2024","Tue Apr 16 06:17:37 UTC 2024","106369","","My Profile: [FNN-698] Confirm phone number Positive","","My Profile: [FNN-698] Confirm phone number Positive","should confirm phone number with valid code","should confirm phone number with valid code",""
"passed","Tue Apr 16 06:12:59 UTC 2024","Tue Apr 16 06:14:12 UTC 2024","73677","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add CV","should add CV",""
"passed","Tue Apr 16 07:04:54 UTC 2024","Tue Apr 16 07:05:06 UTC 2024","11714","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add experience without company","should add experience without company",""
"passed","Tue Apr 16 07:15:16 UTC 2024","Tue Apr 16 07:15:37 UTC 2024","21383","","Freelancer search: [FNN-815] Freelancer search as non-CR user","","Freelancer search: [FNN-815] Freelancer search as non-CR user","should filter freelancers by Hourly Rate","should filter freelancers by Hourly Rate",""
"passed","Tue Apr 16 07:07:39 UTC 2024","Tue Apr 16 07:08:01 UTC 2024","21975","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 without 1 rating","should pass step 3 without 1 rating",""
"passed","Tue Apr 16 07:09:21 UTC 2024","Tue Apr 16 07:10:23 UTC 2024","61588","","My Network: [FNN-1233] Invite manually via email without custom message with signup bonus","","My Network: [FNN-1233] Invite manually via email without custom message with signup bonus","should subscribe as the freelancer with recipient details and accept the invitation","should subscribe as the freelancer with recipient details and accept the invitation",""
"passed","Tue Apr 16 07:17:44 UTC 2024","Tue Apr 16 07:17:54 UTC 2024","10001","","Create Profile: [FNN-684] Create profile Negative","","Create Profile: [FNN-684] Create profile Negative","should create profile without Profile picture","should create profile without Profile picture",""
"passed","Tue Apr 16 06:32:07 UTC 2024","Tue Apr 16 06:32:20 UTC 2024","12964","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","should filter projects by Search terms","should filter projects by Search terms",""
"skipped","Tue Apr 16 07:28:56 UTC 2024","Tue Apr 16 07:28:56 UTC 2024","1","","My Transactions: [FNN-708] Hourly project: In advance. Positive","","My Transactions: [FNN-708] Hourly project: In advance. Positive","should verify that the money paid","should verify that the money paid",""
"passed","Tue Apr 16 07:06:44 UTC 2024","Tue Apr 16 07:06:49 UTC 2024","5391","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 without picture","should pass step 2 without picture",""
"passed","Tue Apr 16 06:40:49 UTC 2024","Tue Apr 16 06:43:12 UTC 2024","142595","","Freelancer search: [FNN-822] Send message","","Freelancer search: [FNN-822] Send message","should send a message via the ""Send message"" action","should send a message via the ""Send message"" action",""
"passed","Tue Apr 16 07:11:59 UTC 2024","Tue Apr 16 07:12:52 UTC 2024","52942","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without passwords matching","should post project without passwords matching",""
"broken","Tue Apr 16 07:15:25 UTC 2024","Tue Apr 16 07:20:15 UTC 2024","289746","","My Projects: [FNN-971] Complete project Positive","","My Projects: [FNN-971] Complete project Positive","should complete project","should complete project",""
"skipped","Tue Apr 16 06:47:09 UTC 2024","Tue Apr 16 06:47:09 UTC 2024","1","","[FNN-667] Send contact","","[FNN-667] Send contact","should check the contact as the first user","should check the contact as the first user",""
"passed","Tue Apr 16 06:29:06 UTC 2024","Tue Apr 16 06:30:48 UTC 2024","102706","","Settings: [FNN-680] Deactivate profile","","Settings: [FNN-680] Deactivate profile","should deactivate profile","should deactivate profile",""
"passed","Tue Apr 16 07:05:57 UTC 2024","Tue Apr 16 07:06:03 UTC 2024","6138","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without education","should add education without education",""
"passed","Tue Apr 16 06:09:59 UTC 2024","Tue Apr 16 06:10:03 UTC 2024","4008","","Reset password: [FNN-655] Reset password Negative","","Reset password: [FNN-655] Reset password Negative","should reset password with wrong email","should reset password with wrong email",""
"skipped","Tue Apr 16 07:06:23 UTC 2024","Tue Apr 16 07:06:23 UTC 2024","0","","Post Project: [FNN-650] Post project without account Positive","","Post Project: [FNN-650] Post project without account Positive","should verify that the user received a welcome letter","should verify that the user received a welcome letter",""
"passed","Tue Apr 16 06:57:53 UTC 2024","Tue Apr 16 06:59:13 UTC 2024","79040","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without sector","should subscribe as CR without sector",""
"passed","Tue Apr 16 06:13:06 UTC 2024","Tue Apr 16 06:13:42 UTC 2024","35491","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without data","should subscribe without data",""
"passed","Tue Apr 16 07:11:39 UTC 2024","Tue Apr 16 07:11:59 UTC 2024","19938","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project with short password and repeat password","should post project with short password and repeat password",""
"passed","Tue Apr 16 06:14:12 UTC 2024","Tue Apr 16 06:14:31 UTC 2024","18205","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Experience","should add Experience",""
"passed","Tue Apr 16 07:10:37 UTC 2024","Tue Apr 16 07:10:58 UTC 2024","20512","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project with wrong phone number","should post project with wrong phone number",""
"broken","Tue Apr 16 07:22:42 UTC 2024","Tue Apr 16 07:28:56 UTC 2024","374248","","My Transactions: [FNN-708] Hourly project: In advance. Positive","","My Transactions: [FNN-708] Hourly project: In advance. Positive","should start hourly project","should start hourly project",""
"passed","Tue Apr 16 06:15:12 UTC 2024","Tue Apr 16 06:16:10 UTC 2024","58110","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Exceeding velocity limit decline","should upgrade account to Standard 1 month: Exceeding velocity limit decline",""
"passed","Tue Apr 16 06:24:59 UTC 2024","Tue Apr 16 06:25:14 UTC 2024","15595","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Start date","should post project without Start date",""
"passed","Tue Apr 16 07:08:38 UTC 2024","Tue Apr 16 07:09:38 UTC 2024","60486","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","should subscribe as the freelancer with recipient details and accept the invitation","should subscribe as the freelancer with recipient details and accept the invitation",""
"passed","Tue Apr 16 07:02:04 UTC 2024","Tue Apr 16 07:02:07 UTC 2024","2750","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without data","should subscribe as CR without data",""
"passed","Tue Apr 16 07:00:37 UTC 2024","Tue Apr 16 07:00:48 UTC 2024","11362","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR with wrong phone number","should subscribe as CR with wrong phone number",""
"skipped","Tue Apr 16 07:28:56 UTC 2024","Tue Apr 16 07:28:56 UTC 2024","0","","My Transactions: [FNN-708] Hourly project: In advance. Positive","","My Transactions: [FNN-708] Hourly project: In advance. Positive","should add hours","should add hours",""
"passed","Tue Apr 16 06:35:20 UTC 2024","Tue Apr 16 06:35:25 UTC 2024","4400","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email without data","should invite manually via email without data",""
"passed","Tue Apr 16 07:05:06 UTC 2024","Tue Apr 16 07:05:16 UTC 2024","10250","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add experience without period from  ","should add experience without period from  ",""
"passed","Tue Apr 16 07:05:23 UTC 2024","Tue Apr 16 07:05:59 UTC 2024","36207","","My Profile: [FNN-668] Edit account details Negative","","My Profile: [FNN-668] Edit account details Negative","should edit account details with invalid VAT number","should edit account details with invalid VAT number",""
"passed","Tue Apr 16 07:16:43 UTC 2024","Tue Apr 16 07:18:34 UTC 2024","111342","","My Projects: [FNN-1058] Complete project Negative","","My Projects: [FNN-1058] Complete project Negative","should complete project with short Comments","should complete project with short Comments",""
"passed","Tue Apr 16 06:27:55 UTC 2024","Tue Apr 16 06:29:37 UTC 2024","101753","","Settings: [FNN-677] Downgrade to ""Stand-by Standaard""","","Settings: [FNN-677] Downgrade to ""Stand-by Standaard""","should downgrade to ""Stand-by Standaard""","should downgrade to ""Stand-by Standaard""",""
"passed","Tue Apr 16 06:29:23 UTC 2024","Tue Apr 16 06:31:06 UTC 2024","103307","","Settings: [FNN-808] Cancel downgrade","","Settings: [FNN-808] Cancel downgrade","should cancel downgrade","should cancel downgrade",""
"broken","Tue Apr 16 07:21:41 UTC 2024","Tue Apr 16 07:27:43 UTC 2024","361475","","My Transactions: [FNN-1439] Hourly project: Add time. Negative","","My Transactions: [FNN-1439] Hourly project: Add time. Negative","""before all"" hook for [FNN-1439] Hourly project: Add time. Negative","""before all"" hook for [FNN-1439] Hourly project: Add time. Negative",""
"passed","Tue Apr 16 06:05:56 UTC 2024","Tue Apr 16 06:07:02 UTC 2024","65932","","Login: [FNN-647] Log in from the header Positive","","Login: [FNN-647] Log in from the header Positive","should log in with valid credentials","should log in with valid credentials",""
"passed","Tue Apr 16 06:16:25 UTC 2024","Tue Apr 16 06:19:17 UTC 2024","172156","","Upgrade","","Upgrade","[FNN-658] Upgrade account Positive: Enterprise 1 month","[FNN-658] Upgrade account Positive: Enterprise 1 month",""
"skipped","Tue Apr 16 06:30:42 UTC 2024","Tue Apr 16 06:36:42 UTC 2024","360162","","My Network: [FNN-1027] Invite freelancers","","My Network: [FNN-1027] Invite freelancers","should invite multiple freelancers","should invite multiple freelancers",""
"broken","Tue Apr 16 07:18:48 UTC 2024","Tue Apr 16 07:24:55 UTC 2024","366760","","My Transactions: [FNN-1431] Hourly project: In retrospect. Positive","","My Transactions: [FNN-1431] Hourly project: In retrospect. Positive","should start hourly project","should start hourly project",""
"passed","Tue Apr 16 07:02:38 UTC 2024","Tue Apr 16 07:02:42 UTC 2024","4295","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without last name","should invite manually to the organization without last name",""
"passed","Tue Apr 16 06:15:15 UTC 2024","Tue Apr 16 06:15:22 UTC 2024","7243","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Expertise","should add Expertise",""
"passed","Tue Apr 16 07:07:05 UTC 2024","Tue Apr 16 07:07:11 UTC 2024","5619","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add certificate without organization","should add certificate without organization",""
"failed","Tue Apr 16 07:07:29 UTC 2024","Tue Apr 16 07:08:38 UTC 2024","68765","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","","My Network: [FNN-1232] Invite manually via email with custom message with signup bonus","should invite manually via email with valid recipient data and with message","should invite manually via email with valid recipient data and with message",""
"passed","Tue Apr 16 07:21:21 UTC 2024","Tue Apr 16 07:22:06 UTC 2024","45178","","[FNN-743] Archive and restore message","","[FNN-743] Archive and restore message","should restore the message","should restore the message",""
"passed","Tue Apr 16 07:06:22 UTC 2024","Tue Apr 16 07:06:29 UTC 2024","7315","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 without first name","should pass step 2 without first name",""
"passed","Tue Apr 16 07:06:54 UTC 2024","Tue Apr 16 07:08:11 UTC 2024","77412","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project without account details","should post project without account details",""
"skipped","Tue Apr 16 07:30:33 UTC 2024","Tue Apr 16 07:31:11 UTC 2024","38115","","CR: [FNN-750] Invite to the organization through search","","CR: [FNN-750] Invite to the organization through search","should check organization page as the inviting user","should check organization page as the inviting user",""
"broken","Tue Apr 16 07:11:58 UTC 2024","Tue Apr 16 07:15:17 UTC 2024","199623","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","""after all"" hook for [FNN-568] Project search","""after all"" hook for [FNN-568] Project search",""
"passed","Tue Apr 16 06:07:47 UTC 2024","Tue Apr 16 06:07:53 UTC 2024","5407","","Login: [FNN-574] Log in from the Login page Negative","","Login: [FNN-574] Log in from the Login page Negative","should log in with invalid credentials","should log in with invalid credentials",""
"passed","Tue Apr 16 06:43:12 UTC 2024","Tue Apr 16 06:43:22 UTC 2024","10608","","Freelancer search: [FNN-822] Send message","","Freelancer search: [FNN-822] Send message","should check the message as the CR user","should check the message as the CR user",""
"passed","Tue Apr 16 06:29:12 UTC 2024","Tue Apr 16 06:29:15 UTC 2024","2720","","Settings: [FNN-678] Delete account without subscription","","Settings: [FNN-678] Delete account without subscription","should receive a ""account deleted"" letter","should receive a ""account deleted"" letter",""
"passed","Tue Apr 16 06:35:25 UTC 2024","Tue Apr 16 06:37:36 UTC 2024","130370","","My Projects: [FNN-1093] Pause project","","My Projects: [FNN-1093] Pause project","should pause the project","should pause the project",""
"passed","Tue Apr 16 07:00:48 UTC 2024","Tue Apr 16 07:01:03 UTC 2024","14683","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR with taken phone number","should subscribe as CR with taken phone number",""
"skipped","Tue Apr 16 07:24:49 UTC 2024","Tue Apr 16 07:24:49 UTC 2024","2","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","should accept the project and request payout","should accept the project and request payout",""
"passed","Tue Apr 16 06:23:36 UTC 2024","Tue Apr 16 06:23:48 UTC 2024","11470","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project with short Title","should post project with short Title",""
"passed","Tue Apr 16 06:45:48 UTC 2024","Tue Apr 16 06:46:15 UTC 2024","26797","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Category","should filter freelancers by Category",""
"skipped","Tue Apr 16 07:20:15 UTC 2024","Tue Apr 16 07:21:35 UTC 2024","79849","","My Projects: [FNN-971] Complete project Positive","","My Projects: [FNN-971] Complete project Positive","should check review as freelancer user","should check review as freelancer user",""
"passed","Tue Apr 16 06:42:50 UTC 2024","Tue Apr 16 06:43:08 UTC 2024","18555","","Freelancer search: [FNN-817] Add note","","Freelancer search: [FNN-817] Add note","should add a note via the action ""Add note""","should add a note via the action ""Add note""",""
"passed","Tue Apr 16 06:41:00 UTC 2024","Tue Apr 16 06:41:53 UTC 2024","53810","","Freelancer search: [FNN-816] Create list Functionality","","Freelancer search: [FNN-816] Create list Functionality","should remove created list","should remove created list",""
"passed","Tue Apr 16 07:07:11 UTC 2024","Tue Apr 16 07:07:18 UTC 2024","7279","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add certificate without achieved annual","should add certificate without achieved annual",""
"failed","Tue Apr 16 07:03:11 UTC 2024","Tue Apr 16 07:04:22 UTC 2024","70801","","Reset password","","Reset password","[FNN-656] Forgot password button functionality","[FNN-656] Forgot password button functionality",""
"broken","Tue Apr 16 07:10:44 UTC 2024","Tue Apr 16 07:11:37 UTC 2024","53269","","My Network: [FNN-619] Invite manually via sms with signup bonus","","My Network: [FNN-619] Invite manually via sms with signup bonus","should subscribe as the freelancer with recipient details and accept the invitation","should subscribe as the freelancer with recipient details and accept the invitation",""
"passed","Tue Apr 16 07:00:24 UTC 2024","Tue Apr 16 07:00:32 UTC 2024","7505","","My Transactions: [FNN-737] Hourly project: Start project. Negative","","My Transactions: [FNN-737] Hourly project: Start project. Negative","should start project without Hours per period","should start project without Hours per period",""
"skipped","Tue Apr 16 07:30:40 UTC 2024","Tue Apr 16 07:30:40 UTC 2024","0","","My Transactions: [FNN-710] Milestones project: In advance. Positive","","My Transactions: [FNN-710] Milestones project: In advance. Positive","should approve milestone","should approve milestone",""
"passed","Tue Apr 16 07:09:45 UTC 2024","Tue Apr 16 07:10:44 UTC 2024","58214","","My Network: [FNN-619] Invite manually via sms with signup bonus","","My Network: [FNN-619] Invite manually via sms with signup bonus","should invite manually via sms with valid recipient details","should invite manually via sms with valid recipient details",""
"skipped","Tue Apr 16 06:36:42 UTC 2024","Tue Apr 16 06:37:41 UTC 2024","59743","","My Network: [FNN-1027] Invite freelancers","","My Network: [FNN-1027] Invite freelancers","should check network as sender user","should check network as sender user",""
